split_name,arm_id,variant_id,bundle_width,rows,mean_member_top1_recall,mean_member_topk_recall,mean_full_member_enumeration_recall,mean_precision,mean_false_positive_rate,mean_auc_equivalent,accepted_coverage,conditional_risk,silent_wrong_acceptance_rate,mean_cleanup_margin,mean_physical_bits_total,mean_encoding_latency_sec,mean_cold_decode_latency_sec,mean_warm_decode_latency_sec,mean_token_entropy,mean_exact_block_fraction,mean_nearest_prototype_distortion,mean_effective_codebook_utilization,histogram_preserved_all
FINAL_DEVELOPMENT_EVALUATION,E_BLOCK_CODEBOOK_C16,C16,15,256,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,51.1171875,1563.0,0.016284376955354674,0.00012331172092672205,7.145976633182727e-05,2.6957084587485767,0.012115478515625,3.902801513671875,0.728515625,True
FINAL_DEVELOPMENT_EVALUATION,E_BLOCK_CODEBOOK_C16,C16,31,256,1.0,0.9867691532258065,0.60546875,0.9867691532258065,0.0027163874570446736,0.9997389641675625,0.95703125,0.37551020408163266,0.359375,8.98828125,1563.0,0.01697498750172599,0.00011981094030488748,8.693553900229745e-05,3.326254550895669,0.053497314453125,3.238250732421875,0.904541015625,True
FINAL_DEVELOPMENT_EVALUATION,F_SHUFFLED_BLOCK_TOKENS,C16_shuffled,7,256,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,112.3828125,1563.0,0.01643021054633209,0.00014071718896957464,0.00011270937693552696,3.387268716584302,0.0645751953125,2.94482421875,0.914794921875,True
FINAL_DEVELOPMENT_EVALUATION,F_SHUFFLED_BLOCK_TOKENS,C16_shuffled,15,256,1.0,0.9997395833333333,0.99609375,0.9997395833333333,1.620850622406639e-05,0.9999989194329828,1.0,0.00390625,0.00390625,39.3828125,1563.0,0.016284376955354674,0.00011462342945378623,6.510625053124386e-05,2.6957084587485767,0.012115478515625,3.902801513671875,0.728515625,True
FINAL_DEVELOPMENT_EVALUATION,F_SHUFFLED_BLOCK_TOKENS,C16_shuffled,31,256,1.0,0.9739163306451613,0.3671875,0.9739163306451613,0.005472329610538373,0.9991667488050382,0.90234375,0.6233766233766234,0.5625,5.109375,1563.0,0.01697498750172599,0.00015362305066446424,8.307148391395458e-05,3.326254550895669,0.053497314453125,3.238250732421875,0.904541015625,True
FINAL_DEVELOPMENT_EVALUATION,F_SHUFFLED_BLOCK_TOKENS,C4_shuffled,7,256,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,103.7265625,1307.0,0.01643021054633209,0.0002989433569382527,0.00024262499800897785,1.8186462216181902,0.021697998046875,3.7918701171875,1.0,True
FINAL_DEVELOPMENT_EVALUATION,F_SHUFFLED_BLOCK_TOKENS,C4_shuffled,15,256,1.0,0.9997395833333333,0.99609375,0.9997395833333333,1.620850622406639e-05,0.9999978388659656,1.0,0.00390625,0.00390625,37.42578125,1307.0,0.016284376955354674,0.00018907421736003016,0.00015734726866867277,1.4810713503183788,0.002593994140625,4.846435546875,1.0,True
FINAL_DEVELOPMENT_EVALUATION,F_SHUFFLED_BLOCK_TOKENS,C4_shuffled,31,256,1.0,0.9754284274193549,0.39453125,0.9754284274193549,0.005103629725085911,0.9993116611218795,0.91796875,0.6,0.55078125,4.5234375,1307.0,0.01697498750172599,0.00010969453614961822,7.746327992208535e-05,1.7886020459366874,0.017791748046875,4.094451904296875,1.0,True
FINAL_DEVELOPMENT_EVALUATION,G_MAP_I_EXACT_ACCUMULATOR,exact_accumulator_k15,15,256,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,487.6171875,5147.0,0.016284376955354674,8.060546588239959e-05,4.497383088164497e-05,0.0,0.0,0.0,0.0,True
FINAL_DEVELOPMENT_EVALUATION,G_MAP_I_EXACT_ACCUMULATOR,exact_accumulator_k31,31,256,1.0,0.9981098790322581,0.94140625,0.9981098790322581,0.0004207832187857961,0.9999803678756223,1.0,0.05859375,0.05859375,202.375,6171.0,0.01697498750172599,0.00013967578388474067,5.385819849834661e-05,0.0,0.0,0.0,0.0,True
FINAL_DEVELOPMENT_EVALUATION,G_MAP_I_EXACT_ACCUMULATOR,exact_accumulator_k7,7,256,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,699.9296875,4123.0,0.01643021054633209,0.00011543711116246413,8.863203220244031e-05,0.0,0.0,0.0,0.0,True
FINAL_DEVELOPMENT_EVALUATION,H_EQUAL_TOTAL_BIT_MAP_B,equal_bits_for_C16,7,256,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,327.4453125,1590.0,0.0,0.0001295429678975779,0.000111545320123696,0.0,0.0,0.0,0.0,True
FINAL_DEVELOPMENT_EVALUATION,H_EQUAL_TOTAL_BIT_MAP_B,equal_bits_for_C16,15,256,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,152.5859375,1590.0,0.0,0.00012278125086595537,8.212070588342613e-05,0.0,0.0,0.0,0.0,True
FINAL_DEVELOPMENT_EVALUATION,H_EQUAL_TOTAL_BIT_MAP_B,equal_bits_for_C16,31,256,1.0,0.9981098790322581,0.94140625,0.9981098790322581,0.00037496420389461623,0.9999842883680401,0.9921875,0.05511811023622047,0.0546875,43.3125,1590.0,0.0,0.0001116207013183157,8.189062418750837e-05,0.0,0.0,0.0,0.0,True
FINAL_DEVELOPMENT_EVALUATION,H_EQUAL_TOTAL_BIT_MAP_B,equal_bits_for_C4,7,256,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,262.4921875,1334.0,0.0,0.00013538593384510023,8.889452874427661e-05,0.0,0.0,0.0,0.0,True
FINAL_DEVELOPMENT_EVALUATION,H_EQUAL_TOTAL_BIT_MAP_B,equal_bits_for_C4,15,256,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,114.453125,1334.0,0.0,0.00012348828295216663,7.676523500776966e-05,0.0,0.0,0.0,0.0,True
FINAL_DEVELOPMENT_EVALUATION,H_EQUAL_TOTAL_BIT_MAP_B,equal_bits_for_C4,31,256,1.0,0.9928175403225806,0.79296875,0.9928175403225806,0.0012874069301260023,0.999911499472887,0.9609375,0.1991869918699187,0.19140625,24.5078125,1334.0,0.0,0.00011192148713234928,9.714023144624662e-05,0.0,0.0,0.0,0.0,True
FINAL_DEVELOPMENT_EVALUATION,I_RAW_BLOCK_STORAGE,raw_block_symbols,7,256,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,254.80859375,3099.0,0.01643021054633209,0.00013356991894397652,9.582890925230458e-05,0.0,1.0,0.0,0.0,True
FINAL_DEVELOPMENT_EVALUATION,I_RAW_BLOCK_STORAGE,raw_block_symbols,15,256,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,119.30859375,3099.0,0.016284376955354674,9.215859199684928e-05,7.187655774032464e-05,0.0,1.0,0.0,0.0,True
FINAL_DEVELOPMENT_EVALUATION,I_RAW_BLOCK_STORAGE,raw_block_symbols,31,256,1.0,0.9969758064516129,0.90625,0.9969758064516129,0.0006228522336769759,0.999968909969482,0.99609375,0.09019607843137255,0.08984375,30.7578125,3099.0,0.01697498750172599,0.00010707773344620364,8.6037498931546e-05,0.0,1.0,0.0,0.0,True
